University,Institution_Type,City,State,Location,US_News_Ranking_2025,Data_Quality,Acceptance_Rate_Pct,Bach_SAT_25th,Bach_SAT_75th,Bach_SAT_Midpoint,Bach_ACT_25th,Bach_ACT_75th,Bach_ACT_Midpoint,Bach_SAT_ACT_Policy,Bach_Avg_GPA_Admitted,Bach_TOEFL_Min,Bach_IELTS_Min,Bach_Tuition_InState_USD,Bach_Tuition_OutOfState_USD,Bach_Annual_Tuition_USD,Bach_Application_Deadline,Scholarship_Financial_Aid,Masters_Programs_Offered,Masters_Min_GPA_Recommended,Masters_GRE_Policy,Masters_Avg_GRE_Verbal,Masters_Avg_GRE_Quant,Masters_TOEFL_Min,Masters_IELTS_Min,Masters_Annual_Tuition_USD,Masters_Application_Deadline,Masters_LOR_Count,Masters_SOP_Required,TOEFL_IELTS_Source,Data_Source,Official_URL
Salon Success Academy-Corona,Private University (For-Profit),Corona,CA,"Corona, CA",Unranked,Estimated (type-based),86.4,950.0,1070.0,1010.0,20.0,23.0,22.0,Not required,2.47,80.0,6.5,18700,18700,18700,Rolling admissions,Title IV federal aid eligible,No,0.0,Not applicable,0.0,0.0,85.0,7.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.salonsuccessacademy.com/
Salon Success Academy-Riverside,Private University (For-Profit),Riverside,CA,"Riverside, CA",Unranked,Estimated (type-based),86.4,965.0,1070.0,1017.0,20.0,23.0,22.0,Not required,2.69,80.0,6.5,18700,18700,18700,Rolling admissions,Title IV federal aid eligible,No,0.0,Not applicable,0.0,0.0,85.0,7.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.salonsuccessacademy.com/
Salon Success Academy-Upland,Private University (For-Profit),Upland,CA,"Upland, CA",Unranked,Estimated (type-based),86.4,940.0,1055.0,997.0,20.0,22.0,21.0,Not required,2.7,80.0,6.5,18700,18700,18700,Rolling admissions,Title IV federal aid eligible,No,0.0,Not applicable,0.0,0.0,85.0,7.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.salonsuccessacademy.com/
Samford University,Private University (Nonprofit),Birmingham,AL,"Birmingham, AL",Unranked,Estimated (SAT-based),82.4,1070.0,1250.0,1160.0,22.0,28.0,25.0,Test-Optional,3.17,80.0,6.5,40200,40200,40200,January 15,Need-based aid; merit scholarships available,Yes,3.0,Optional for most programs,149.0,153.0,85.0,7.0,32600.0,December 15,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.samford.edu/
Samuel Merritt University,Private University (Nonprofit),Oakland,CA,"Oakland, CA",Unranked,Estimated (type-based),68.0,1100.0,1240.0,1170.0,24.0,27.0,26.0,Test-Optional,3.25,80.0,6.5,36700,36700,36700,February 1,Merit and need-based scholarships available,Yes,2.75,Not required,153.0,155.0,85.0,7.0,31700.0,December 1,2.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.samuelmerritt.edu/
San Bernardino Valley College,Public Community College,San Bernardino,CA,"San Bernardino, CA",Unranked,Estimated (type-based),83.0,840.0,990.0,915.0,17.0,21.0,19.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1200,14400,14400,August 1,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.valleycollege.edu/
San Diego Christian College,Private University (Nonprofit),Santee,CA,"Santee, CA",Unranked,Estimated (type-based),30.8,1210.0,1350.0,1280.0,26.0,30.0,28.0,Test-Optional,3.44,80.0,6.5,28000,28000,28000,January 1,Need-based aid; merit scholarships available,Yes,3.0,Required for some programs; optional for others,157.0,160.0,85.0,7.0,23100.0,December 15,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://sdcc.edu/
San Diego City College,Public Community College,San Diego,CA,"San Diego, CA",Unranked,Estimated (type-based),82.9,815.0,950.0,882.0,16.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1100,10000,10000,August 1,Need-based aid; local foundation scholarships,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sdcity.edu/
San Diego Mesa College,Public University,San Diego,CA,"San Diego, CA",Unranked,Estimated (type-based),78.5,1080.0,1230.0,1150.0,23.0,27.0,25.0,Test-Optional,3.25,79.0,6.5,1100,10000,10000,Rolling admissions,Institutional merit awards; need-based grants,Yes,2.75,Not required,151.0,153.0,84.0,7.0,8700.0,Rolling / January 15,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sdmesa.edu/
San Diego Miramar College,Public Community College,San Diego,CA,"San Diego, CA",Unranked,Estimated (type-based),86.4,825.0,955.0,890.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1100,10000,10000,Rolling admissions,Need-based aid; local foundation scholarships,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sdmiramar.edu/
San Diego State University,Public University,San Diego,CA,"San Diego, CA",Unranked,Estimated (type-based),36.2,1190.0,1350.0,1280.0,26.0,30.0,28.0,Test-Optional,3.47,79.0,6.5,8700,21300,21300,November 30,State and federal aid; merit scholarships available,Yes,3.0,Optional (varies by department),157.0,159.0,84.0,7.0,15100.0,January 15,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sdsu.edu/
San Francisco Bay University,Private University (Nonprofit),Fremont,CA,"Fremont, CA",Unranked,Estimated (type-based),95.8,1000.0,1150.0,1070.0,21.0,25.0,23.0,Test-Optional,3.05,80.0,6.5,8800,8800,8800,January 15,Merit scholarships and need-based aid available,Yes,2.75,Not required,150.0,152.0,85.0,7.0,7900.0,January 1,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sfbu.edu/
San Francisco Conservatory of Music,Private University (Nonprofit),San Francisco,CA,"San Francisco, CA",Unranked,Estimated (type-based),54.9,1160.0,1340.0,1250.0,25.0,30.0,28.0,Test-Optional,3.4,80.0,6.5,56200,56200,56200,December 1 (ED); January 1 (RD),Institutional grants and scholarships; FAFSA required,Yes,3.0,Optional (varies by department),154.0,157.0,85.0,7.0,47900.0,January 1,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://sfcm.edu/
San Francisco State University,Public University,San Francisco,CA,"San Francisco, CA",Unranked,Estimated (type-based),96.4,960.0,1100.0,1030.0,20.0,24.0,22.0,Test-Optional,2.9,79.0,6.5,8000,20600,20600,November 30,FAFSA-based aid; merit awards available,Yes,2.75,Optional (varies by department),149.0,151.0,84.0,7.0,12400.0,December 1,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sfsu.edu/
San Joaquin College of Law,Private University (Nonprofit),Clovis,CA,"Clovis, CA",Unranked,Estimated (type-based),71.9,1090.0,1240.0,1180.0,23.0,27.0,25.0,Test-Optional,3.31,80.0,6.5,38700,38700,38700,February 1,Merit and need-based scholarships available,Yes,2.75,Not required,152.0,155.0,85.0,7.0,34700.0,January 15,2.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sjcl.edu/
San Joaquin Delta College,Public Community College,Stockton,CA,"Stockton, CA",Unranked,Estimated (type-based),85.3,815.0,945.0,880.0,16.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1200,9800,9800,Rolling admissions,Need-based aid; local foundation scholarships,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.deltacollege.edu/
San Joaquin Valley College-Bakersfield,Public Community College,Bakersfield,CA,"Bakersfield, CA",Unranked,Estimated (type-based),86.6,815.0,965.0,890.0,16.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,5800,10300,10300,Rolling admissions,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sjvc.edu/
San Joaquin Valley College-Visalia,Private University (For-Profit),Visalia,CA,"Visalia, CA",Unranked,Estimated (type-based),86.3,950.0,1080.0,1015.0,20.0,23.0,22.0,Not required,2.61,80.0,6.5,18700,18700,18700,Rolling admissions,Federal loans and grants; employer tuition assistance accepted,Yes,2.75,Not required,147.0,149.0,85.0,7.0,16800.0,Rolling admissions,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sjvc.edu/
San Jose City College,Public Community College,San Jose,CA,"San Jose, CA",Unranked,Estimated (type-based),84.6,860.0,995.0,927.0,18.0,21.0,20.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1400,11900,11900,Rolling admissions,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sjcc.edu/
San Jose State University,Public University,San Jose,CA,"San Jose, CA",Unranked,Estimated (type-based),84.6,1040.0,1180.0,1120.0,22.0,26.0,24.0,Test-Optional,3.17,79.0,6.5,8400,21000,21000,February 1,State and federal aid; merit scholarships available,Yes,2.75,Not required,150.0,152.0,84.0,7.0,15600.0,January 15,2.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sjsu.edu/
San Juan College,Public Community College,Farmington,NM,"Farmington, NM",Unranked,Estimated (type-based),87.3,845.0,960.0,902.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1900,5400,5400,Rolling admissions,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sanjuancollege.edu/
Santa Ana College,Public University,Santa Ana,CA,"Santa Ana, CA",Unranked,Estimated (type-based),70.0,1050.0,1210.0,1130.0,22.0,26.0,24.0,Test-Optional,3.12,79.0,6.5,1200,10800,10800,February 1,State and federal aid; merit scholarships available,Yes,2.75,Not required,152.0,154.0,84.0,7.0,6100.0,January 15,2.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sac.edu/
Santa Barbara City College,Public Community College,Santa Barbara,CA,"Santa Barbara, CA",Unranked,Estimated (type-based),88.0,830.0,950.0,890.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1200,10400,10400,Rolling admissions,Need-based aid; local foundation scholarships,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sbcc.edu/
Santa Clara University,Private University (Nonprofit),Santa Clara,CA,"Santa Clara, CA",Unranked,Estimated (SAT-based),48.0,1350.0,1490.0,1420.0,31.0,33.0,32.0,Test-Optional,3.76,90.0,7.0,61300,61300,61300,January 15,Need-based aid; merit scholarships available,Yes,3.3,Optional for most programs,153.0,158.0,95.0,7.5,52900.0,December 1,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.scu.edu/
Santa Fe College,Public University,Gainesville,FL,"Gainesville, FL",Unranked,Estimated (type-based),73.9,1080.0,1230.0,1140.0,23.0,27.0,25.0,Test-Optional,3.18,79.0,6.5,2600,9200,9200,February 1,State and federal aid; merit scholarships available,Yes,2.75,Not required,152.0,154.0,84.0,7.0,6400.0,January 15,2.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sfcollege.edu/
Santa Fe Community College,Public Community College,Santa Fe,NM,"Santa Fe, NM",Unranked,Estimated (type-based),81.5,865.0,1020.0,942.0,18.0,22.0,20.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1900,4100,4100,August 1,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.sfcc.edu/
Santa Monica College,Public University,Santa Monica,CA,"Santa Monica, CA",Unranked,Estimated (type-based),77.6,1080.0,1220.0,1150.0,23.0,27.0,25.0,Test-Optional,3.24,79.0,6.5,1200,10700,10700,Rolling admissions,Institutional merit awards; need-based grants,Yes,2.75,Not required,151.0,153.0,84.0,7.0,8900.0,Rolling / January 15,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.smc.edu/
Santa Rosa Junior College,Public Community College,Santa Rosa,CA,"Santa Rosa, CA",Unranked,Estimated (type-based),87.7,830.0,975.0,902.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1300,11300,11300,Rolling admissions,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.santarosa.edu/
Sauk Valley Community College,Public Community College,Dixon,IL,"Dixon, IL",Unranked,Estimated (type-based),81.8,845.0,970.0,907.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,5300,12900,12900,Rolling admissions,Need-based aid; local foundation scholarships,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.svcc.edu/
Savannah College of Art and Design,Private University (Nonprofit),Savannah,GA,"Savannah, GA",Unranked,Estimated (SAT-based),83.0,1030.0,1270.0,1150.0,21.0,28.0,24.0,Test-Optional,3.18,80.0,6.5,41600,41600,41600,December 1 (ED); January 1 (RD),Institutional grants and scholarships; FAFSA required,Yes,3.0,Optional for most programs,149.0,153.0,85.0,7.0,34600.0,January 1,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.scad.edu/
Savannah State University,Public University,Savannah,GA,"Savannah, GA",Unranked,Estimated (type-based),69.4,1050.0,1190.0,1130.0,22.0,26.0,24.0,Test-Optional,3.11,79.0,6.5,5800,19000,19000,March 1,State and federal aid; merit scholarships available,Yes,2.75,Not required,152.0,154.0,84.0,7.0,11700.0,January 15,2.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.savannahstate.edu/
Savannah Technical College,Public Community College,Savannah,GA,"Savannah, GA",Unranked,Estimated (type-based),86.9,855.0,985.0,920.0,17.0,21.0,19.0,Not required (open admission),N/A (Open Admission),61.0,5.5,3300,5900,5900,August 1,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.savannahtech.edu/
Saybrook University,Private University (Nonprofit),Pasadena,CA,"Pasadena, CA",Unranked,Estimated (type-based),62.6,1080.0,1250.0,1160.0,23.0,27.0,25.0,Test-Optional,3.18,80.0,6.5,34100,34100,34100,November 1 (ED); January 15 (RD),Merit scholarships and need-based aid available,Yes,2.75,Not required,153.0,156.0,85.0,7.0,27700.0,December 15,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.saybrook.edu/
Schilling-Douglas School of Hair Design,Private University (For-Profit),Newark,DE,"Newark, DE",Unranked,Estimated (type-based),85.0,970.0,1105.0,1037.0,20.0,24.0,22.0,Not required,2.69,80.0,6.5,18000,18000,18000,Rolling admissions,Federal financial aid eligible; institutional payment plans,No,0.0,Not applicable,0.0,0.0,85.0,7.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://schillingdouglas.edu/
School of the Art Institute of Chicago,Private University (Nonprofit),Chicago,IL,"Chicago, IL",Unranked,Estimated (type-based),77.5,1110.0,1250.0,1190.0,24.0,27.0,26.0,Test-Optional,3.32,80.0,6.5,56400,56400,56400,December 1 (ED); January 1 (RD),Institutional grants and scholarships; FAFSA required,Yes,2.75,Optional (varies by department),152.0,154.0,85.0,7.0,49200.0,December 1,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.saic.edu/
Schoolcraft Community College District,Public University,Livonia,MI,"Livonia, MI",Unranked,Estimated (type-based),73.7,1060.0,1200.0,1140.0,23.0,26.0,24.0,Test-Optional,3.18,79.0,6.5,4700,8100,8100,November 30,FAFSA-based aid; merit awards available,Yes,2.75,Optional (varies by department),152.0,154.0,84.0,7.0,5600.0,December 1,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.schoolcraft.edu/
