University,City,State,Location,SAT_Min,SAT_Max,SAT_Avg,ACT_Min,ACT_Max,ACT_Avg,Tuition_USD,Institution_Type,Deadline,Average_GPA,TOEFL_Min,IELTS_Min,Scholarship_Mentioned,Scholarship_Amount_Examples,Scholarship_Percentages,URL,GPA_Min
University of Alabama at Birmingham,Birmingham,AL,"Birmingham, AL",1210,1450,1330,23,30,26,22600,Public University,Rolling,3.59,84,6.5,1,3765-8585,20,http://uab.edu/,3.3
University of Alabama in Huntsville,Huntsville,AL,"Huntsville, AL",1210,1410,1310,24,31,28,26400,Public University,Rolling,3.55,84,6.5,1,2409-6726,16,http://uah.edu/,3.3
University of Alaska Anchorage,Anchorage,AK,"Anchorage, AK",1060,1210,1130,23,26,24,21300,Public University,Rolling,3.1,79,6.5,1,1104-2112,22,https://www.uaa.alaska.edu/,2.75
University of Alaska Fairbanks,Fairbanks,AK,"Fairbanks, AK",1050,1200,1130,22,26,24,22300,Public University,Rolling,3.1,79,6.5,1,2651-8092,23,http://uaf.edu/,2.75
University of Alaska Southeast,Juneau,AK,"Juneau, AK",1080,1240,1150,23,27,25,20600,Public University,Rolling,3.14,79,6.5,1,1104-2112,22,https://www.uas.alaska.edu/,2.75
University of Arizona,Tucson,AZ,"Tucson, AZ",1150,1420,1280,21,29,25,42300,Public University,Rolling,3.5,84,6.5,1,2408-6851,22,http://arizona.edu/,3
University of Arkansas,Fayetteville,AR,"Fayetteville, AR",1030,1220,1120,21,28,24,30000,Public University,Rolling,3.14,79,6.5,1,4509-10959,17,http://uark.edu/,2.75
University of Arkansas Community College Rich Mountain,Mena,AR,"Mena, AR",850,995,922,17,21,19,4300,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.uarichmountain.edu/,0
University of Arkansas Community College-Batesville,Batesville,AR,"Batesville, AR",815,970,892,16,20,18,4700,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.uaccb.edu/,0
University of Arkansas Community College-Morrilton,Morrilton,AR,"Morrilton, AR",835,950,892,17,20,18,4700,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.uaccm.edu/,0
University of Arkansas Hope-Texarkana,Hope,AR,"Hope, AR",820,975,897,17,20,18,5600,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.uaht.edu/index.php,0
University of Arkansas at Little Rock,Little Rock,AR,"Little Rock, AR",960,1210,1080,17,24,20,22200,Public University,Rolling,3.06,79,6.5,1,3686-9685,24,http://ualr.edu/,2.75
University of Arkansas at Monticello,Monticello,AR,"Monticello, AR",1080,1200,1140,23,26,24,14900,Public University,Rolling,3.17,79,6.5,1,1104-2112,22,https://www.uamont.edu/,2.75
University of Arkansas at Pine Bluff,Pine Bluff,AR,"Pine Bluff, AR",840,1110,980,14,18,16,18000,Public University,Rolling,2.84,71,6,1,2624-5895,23,http://uapb.edu/,2.75
University of Arkansas for Medical Sciences,Little Rock,AR,"Little Rock, AR",1070,1210,1140,23,26,24,21700,Public University,Rolling,3.17,79,6.5,1,5612-7795,17,http://uams.edu/,2.75
University of Arkansas-Fort Smith,Fort Smith,AR,"Fort Smith, AR",980,1120,1050,18,23,20,12200,Public University,Rolling,2.99,79,6.5,1,1104-2112,22,https://uafs.edu/,2.75
University of Arkansas-Pulaski Technical College,North Little Rock,AR,"North Little Rock, AR",845,955,900,17,20,18,9400,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://uaptc.edu/,0
University of Baltimore,Baltimore,MD,"Baltimore, MD",960,1140,1050,20,25,22,24000,Public University,1-Mar,2.94,71,6,1,1104-2112,22,https://www.ubalt.edu/,2.75
University of Bridgeport,Bridgeport,CT,"Bridgeport, CT",1010,1160,1080,21,25,23,35800,Private University,1-Feb,3,80,6.5,1,1104-2112,22,https://www.bridgeport.edu/,2.75
University of California College of the Law-San Francisco,San Francisco,CA,"San Francisco, CA",1060,1200,1130,23,26,24,20700,Public University,Rolling,3.11,79,6.5,1,1104-2112,22,https://www.uclawsf.edu/,2.75
University of California-Berkeley,Berkeley,CA,"Berkeley, CA",1260,1420,1340,28,32,30,50500,Public University,Rolling,3.53,80,6.5,1,1104-2112,22,https://www.berkeley.edu/,3.5
University of California-Davis,Davis,CA,"Davis, CA",1160,1300,1230,25,29,27,51000,Public University,Rolling,3.31,79,6.5,1,1104-2112,22,https://ucdavis.edu/,3
University of California-Irvine,Irvine,CA,"Irvine, CA",1190,1350,1270,26,30,28,49900,Public University,Rolling,3.39,79,6.5,1,1104-2112,22,https://www.uci.edu/,3.5
University of California-Los Angeles,Los Angeles,CA,"Los Angeles, CA",1270,1410,1340,28,31,30,49400,Public University,Rolling,3.53,87,7,1,1104-2112,22,https://www.ucla.edu/,3.5
University of California-Riverside,Riverside,CA,"Riverside, CA",1030,1190,1110,22,26,24,49800,Public University,Rolling,3.07,79,6.5,1,1104-2112,22,https://www.ucr.edu/,2.75
University of California-San Diego,La Jolla,CA,"La Jolla, CA",1210,1350,1280,26,30,28,51000,Public University,Rolling,3.41,79,6.5,1,1104-2112,22,https://www.ucsd.edu/,3.5
University of California-San Francisco,San Francisco,CA,"San Francisco, CA",1050,1200,1130,22,26,24,20700,Public University,Rolling,3.11,79,6.5,1,1104-2112,22,https://ucsf.edu/,2.75
University of California-Santa Barbara,Santa Barbara,CA,"Santa Barbara, CA",1190,1330,1260,26,29,28,50600,Public University,Rolling,3.37,79,6.5,1,1104-2112,22,https://www.ucsb.edu/,3
University of California-Santa Cruz,Santa Cruz,CA,"Santa Cruz, CA",1070,1210,1140,23,26,24,50200,Public University,Rolling,3.13,79,6.5,1,1104-2112,22,https://www.ucsc.edu/,2.75
University of Central Arkansas,Conway,AR,"Conway, AR",910,1170,1040,19,25,22,18000,Public University,Rolling,2.96,71,6,1,3389-6986,25,http://uca.edu/,2.75
University of Central Florida,Orlando,FL,"Orlando, FL",1200,1350,1280,25,29,27,22500,Public University,Rolling,3.43,84,6.5,1,2922-9641,20,http://ucf.edu/,3
University of Central Missouri,Warrensburg,MO,"Warrensburg, MO",980,1120,1050,17,24,20,18600,Public University,Rolling,2.98,79,6.5,1,3782-7208,21,http://ucmo.edu/,2.75
University of Colorado Boulder,Boulder,CO,"Boulder, CO",1240,1430,1340,29,33,31,44900,Public University,Rolling,3.55,84,6.5,1,3291-9401,15,http://colorado.edu/,3.3
University of Colorado Colorado Springs,Colorado Springs,CO,"Colorado Springs, CO",1010,1220,1120,20,26,23,24300,Public University,Rolling,3.11,79,6.5,1,3090-6197,22,http://uccs.edu/,2.75
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,"Denver, CO",980,1220,1100,23,32,28,29400,Public University,Rolling,3.08,79,6.5,1,1104-2112,22,https://www.ucdenver.edu/,2.75
University of Connecticut,Storrs,CT,"Storrs, CT",1210,1440,1320,28,33,30,43700,Public University,Rolling,3.51,84,6.5,1,3885-8250,20,http://uconn.edu/,3.3
University of Delaware,Newark,DE,"Newark, DE",1190,1370,1280,28,32,30,41400,Public University,1-Mar,3.41,84,6.5,1,4491-9075,25,http://udel.edu/,3
University of Denver,Denver,CO,"Denver, CO",1240,1410,1320,28,33,30,61400,Private University,1-Feb,3.55,84,6.5,1,4052-9811,20,http://du.edu/,3.3
University of Detroit Mercy,Detroit,MI,"Detroit, MI",1030,1260,1140,22,28,25,32900,Private University,1-Feb,3.19,79,6.5,1,3296-9299,15,http://udmercy.edu/,2.75
University of Dubuque,Dubuque,IA,"Dubuque, IA",980,1220,1100,18,24,21,42100,Private University,1-Feb,3.13,79,6.5,1,1104-2112,22,https://www.dbq.edu/,2.75
University of Evansville,Evansville,IN,"Evansville, IN",1080,1220,1140,23,27,25,44200,Private University,15-Jan,3.21,80,6.5,1,8229-19116,35,http://evansville.edu/,2.75
University of Georgia,Athens,GA,"Athens, GA",1270,1480,1380,29,34,32,31700,Public University,Rolling,3.63,80,6.5,1,2310-6514,20,http://uga.edu/,3.3
University of Hartford,West Hartford,CT,"West Hartford, CT",1120,1310,1220,24,30,27,49100,Private University,1-Feb,3.32,80,6.5,1,4336-8737,19,http://hartford.edu/,3
University of Hawaii Maui College,Kahului,HI,"Kahului, HI",1060,1200,1130,23,26,24,8400,Public University,1-Mar,3.12,79,6.5,1,1104-2112,22,https://maui.hawaii.edu/,2.75
University of Hawaii at Hilo,Hilo,HI,"Hilo, HI",940,1180,1060,15,22,18,20800,Public University,1-Mar,2.98,79,6.5,1,1104-2112,22,https://hilo.hawaii.edu/,2.75
University of Hawaii at Manoa,Honolulu,HI,"Honolulu, HI",1080,1290,1190,17,25,21,34200,Public University,1-Mar,3.23,80,6.5,1,4542-8036,19,http://hawaii.edu/,3
University of Hawaii-West Oahu,Kapolei,HI,"Kapolei, HI",930,1100,1020,15,21,18,20500,Public University,1-Mar,2.89,71,6,1,1104-2112,22,https://westoahu.hawaii.edu/,2.75
University of Health Sciences and Pharmacy in St. Louis,Saint Louis,MO,"Saint Louis, MO",1060,1240,1150,18,25,22,32600,Private University,1-Feb,3.16,79,6.5,1,1104-2112,22,https://www.uhsp.edu/,2.75
University of Holy Cross,New Orleans,LA,"New Orleans, LA",1080,1220,1140,23,27,25,16600,Private University,1-Feb,3.17,80,6.5,1,1104-2112,22,https://uhcno.edu/,2.75
University of Idaho,Moscow,ID,"Moscow, ID",990,1230,1110,20,26,23,28300,Public University,Rolling,3.18,79,6.5,1,4257-7175,22,http://uidaho.edu/,2.75
University of Illinois Chicago,Chicago,IL,"Chicago, IL",1130,1350,1240,25,31,28,29900,Public University,Rolling,3.38,80,6.5,1,1104-2112,22,https://www.uic.edu/,3
University of Illinois Springfield,Springfield,IL,"Springfield, IL",940,1200,1070,21,27,24,22000,Public University,Rolling,3.04,79,6.5,1,3059-7856,22,http://uis.edu/,2.75
University of Illinois Urbana-Champaign,Champaign,IL,"Champaign, IL",1310,1520,1420,30,34,32,35100,Public University,Rolling,3.73,103,6.5,1,1104-2112,22,https://www.illinois.edu/,3.3
University of Indianapolis,Indianapolis,IN,"Indianapolis, IN",1060,1230,1140,23,27,25,37200,Private University,15-Jan,3.14,80,6.5,1,8669-13221,31,http://uindy.edu/,2.75
University of Iowa,Iowa City,IA,"Iowa City, IA",1130,1330,1230,21,28,24,33400,Public University,Rolling,3.33,80,6.5,1,1104-2112,22,https://uiowa.edu/,3
University of Kansas,Lawrence,KS,"Lawrence, KS",1070,1300,1180,20,28,24,30400,Public University,Rolling,3.26,80,6.5,1,1104-2112,22,https://ku.edu/,3
University of Kentucky,Lexington,KY,"Lexington, KY",1070,1290,1180,21,28,24,34100,Public University,Rolling,3.26,80,6.5,1,1104-2112,22,https://www.uky.edu/,3
University of La Verne,La Verne,CA,"La Verne, CA",990,1240,1110,18,25,22,49500,Private University,1-Feb,3.14,79,6.5,1,2578-5846,20,http://laverne.edu/,2.75
University of Louisiana at Lafayette,Lafayette,LA,"Lafayette, LA",1120,1240,1180,23,28,26,24100,Public University,1-Mar,3.29,80,6.5,1,1104-2112,22,https://www.louisiana.edu/,3
University of Louisiana at Monroe,Monroe,LA,"Monroe, LA",1160,1360,1260,18,24,21,21300,Public University,1-Mar,3.45,84,6.5,1,3232-6244,15,http://ulm.edu/,3
University of Louisville,Louisville,KY,"Louisville, KY",1040,1270,1160,19,27,23,29500,Public University,1-Mar,3.27,80,6.5,1,1104-2112,22,https://www.louisville.edu/,3
University of Maine,Orono,ME,"Orono, ME",950,1110,1030,20,24,22,36800,Public University,Rolling,2.9,79,6.5,1,2955-8149,24,http://umaine.edu/,2.75
University of Maine at Augusta,Augusta,ME,"Augusta, ME",1080,1220,1150,23,27,25,22200,Public University,Rolling,3.22,79,6.5,1,1104-2112,22,https://www.uma.edu/,2.75
University of Maine at Farmington,Farmington,ME,"Farmington, ME",1000,1240,1120,15,21,18,23900,Public University,Rolling,3.16,79,6.5,1,1104-2112,22,https://www.umf.maine.edu/,2.75
University of Maine at Fort Kent,Fort Kent,ME,"Fort Kent, ME",1000,1150,1070,21,25,23,14900,Public University,Rolling,3.06,79,6.5,1,1104-2112,22,https://www.umfk.maine.edu/,2.75
University of Maine at Presque Isle,Presque Isle,ME,"Presque Isle, ME",980,1130,1060,21,24,22,14900,Public University,Rolling,3.04,79,6.5,1,5101-10375,21,http://umpi.edu/,2.75
University of Maryland Baltimore,Baltimore,MD,"Baltimore, MD",1060,1220,1140,23,27,25,21900,Public University,Rolling,3.17,79,6.5,1,1104-2112,22,https://www.umaryland.edu/,2.75
University of Maryland Eastern Shore,Princess Anne,MD,"Princess Anne, MD",980,1140,1060,21,25,23,20100,Public University,Rolling,3.01,79,6.5,1,1104-2112,22,https://wwwcp.umes.edu/,2.75
University of Maryland Global Campus,Adelphi,MD,"Adelphi, MD",1060,1210,1140,23,26,24,12300,Public University,Rolling,3.17,79,6.5,1,1104-2112,22,https://www.umgc.edu/,2.75
University of Maryland-Baltimore County,Baltimore,MD,"Baltimore, MD",1240,1420,1330,25,31,28,31300,Public University,Rolling,3.55,84,6.5,1,1104-2112,22,https://umbc.edu/,3.3
University of Maryland-College Park,College Park,MD,"College Park, MD",1400,1530,1460,32,35,34,41200,Public University,Rolling,3.82,100,7,1,1104-2112,22,https://www.umd.edu/,3.5
University of Massachusetts Chan Medical School,Worcester,MA,"Worcester, MA",1070,1220,1130,23,27,25,21100,Public University,Rolling,3.12,79,6.5,1,1104-2112,22,https://www.umassmed.edu/,2.75
University of Massachusetts-Amherst,Amherst,MA,"Amherst, MA",1310,1500,1400,30,33,32,40400,Public University,Rolling,3.67,90,7,1,1104-2112,22,https://www.umass.edu/,3.3
University of Massachusetts-Boston,Boston,MA,"Boston, MA",1070,1290,1180,22,29,26,38100,Public University,Rolling,3.22,80,6.5,1,1104-2112,22,https://www.umb.edu/,3
University of Massachusetts-Dartmouth,North Dartmouth,MA,"North Dartmouth, MA",1050,1270,1160,26,30,28,32600,Public University,Rolling,3.18,80,6.5,1,1104-2112,22,https://www.umassd.edu/,3
University of Massachusetts-Lowell,Lowell,MA,"Lowell, MA",1180,1370,1280,25,32,28,36300,Public University,Rolling,3.41,84,6.5,1,1104-2112,22,https://www.uml.edu/,3
University of Michigan-Ann Arbor,Ann Arbor,MI,"Ann Arbor, MI",1360,1530,1440,31,34,32,60900,Public University,Rolling,3.74,100,6.5,1,1104-2112,22,https://umich.edu/,3.3
University of Michigan-Dearborn,Dearborn,MI,"Dearborn, MI",990,1260,1120,24,28,26,32900,Public University,Rolling,3.09,79,6.5,1,1104-2112,22,https://umdearborn.edu/,2.75
University of Michigan-Flint,Flint,MI,"Flint, MI",970,1240,1110,19,24,22,28300,Public University,Rolling,3.06,79,6.5,1,3755-6998,17,http://umflint.edu/,2.75
University of Minnesota-Crookston,Crookston,MN,"Crookston, MN",1020,1160,1090,22,25,24,13300,Public University,Rolling,3.09,79,6.5,1,1104-2112,22,https://crk.umn.edu/,2.75
University of Minnesota-Duluth,Duluth,MN,"Duluth, MN",1180,1350,1260,23,28,26,20100,Public University,Rolling,3.44,84,6.5,1,1104-2112,22,https://d.umn.edu/,3
University of Minnesota-Morris,Morris,MN,"Morris, MN",1080,1220,1150,20,26,23,16700,Public University,Rolling,3.21,80,6.5,1,1104-2112,22,https://morris.umn.edu/,3
University of Minnesota-Twin Cities,Minneapolis,MN,"Minneapolis, MN",1300,1500,1400,26,31,28,38400,Public University,Rolling,3.71,90,7,1,1104-2112,22,https://twin-cities.umn.edu/,3.3
University of Mississippi,University,MS,"University, MS",1000,1200,1100,21,29,25,28600,Public University,Rolling,3.14,79,6.5,1,1104-2112,22,https://www.olemiss.edu/,2.75
University of Missouri-Columbia,Columbia,MO,"Columbia, MO",1150,1330,1240,23,30,26,36100,Public University,Rolling,3.43,80,6.5,1,1104-2112,22,https://missouri.edu/,3
University of Missouri-Kansas City,Kansas City,MO,"Kansas City, MO",1290,1550,1420,20,28,24,30200,Public University,Rolling,3.79,90,7,1,1104-2112,22,https://www.umkc.edu/,3.3
University of Missouri-St Louis,Saint Louis,MO,"Saint Louis, MO",1060,1290,1180,19,27,23,35100,Public University,Rolling,3.3,80,6.5,1,1104-2112,22,https://www.umsl.edu/,3
University of Mobile,Mobile,AL,"Mobile, AL",1150,1290,1220,22,28,25,26900,Private University,15-Jan,3.3,80,6.5,1,1104-2112,22,https://www.umobile.edu/,3
University of Montevallo,Montevallo,AL,"Montevallo, AL",1160,1300,1230,25,29,27,27000,Public University,Rolling,3.4,79,6.5,1,3401-7308,21,http://montevallo.edu/,3
University of Nebraska Medical Center,Omaha,NE,"Omaha, NE",1080,1210,1140,23,26,24,21400,Public University,1-Mar,3.15,79,6.5,1,3104-7927,19,http://unmc.edu/,2.75
University of Nebraska at Kearney,Kearney,NE,"Kearney, NE",900,1120,1020,19,26,22,15300,Public University,1-Mar,2.9,71,6,1,4381-8071,19,http://unk.edu/,2.75
University of Nebraska at Omaha,Omaha,NE,"Omaha, NE",1050,1190,1120,19,26,22,23200,Public University,1-Mar,3.11,79,6.5,1,1104-2112,22,https://www.unomaha.edu/,2.75
University of Nebraska-Lincoln,Lincoln,NE,"Lincoln, NE",1100,1330,1210,22,28,25,28600,Public University,1-Mar,3.3,80,6.5,1,1104-2112,22,https://www.unl.edu/,3
University of Nevada-Las Vegas,Las Vegas,NV,"Las Vegas, NV",1010,1240,1120,18,25,22,27400,Public University,1-Mar,3.09,79,6.5,1,1104-2112,22,https://www.unlv.edu/,2.75
University of Nevada-Reno,Reno,NV,"Reno, NV",1060,1290,1180,19,26,22,27700,Public University,1-Mar,3.19,80,6.5,1,1104-2112,22,https://www.unr.edu/,3
University of New England,Biddeford,ME,"Biddeford, ME",1020,1160,1080,22,25,24,44200,Private University,1-Feb,3.06,80,6.5,1,6929-14131,39,http://une.edu/,2.75
University of New Hampshire College of Professional Studies Online,Manchester,NH,"Manchester, NH",1060,1200,1140,23,26,24,9300,Public University,1-Mar,3.16,79,6.5,1,1104-2112,22,https://cps.unh.edu/online,2.75
University of New Hampshire at Manchester,Manchester,NH,"Manchester, NH",970,1240,1100,15,21,18,36400,Public University,1-Mar,3.09,79,6.5,1,1104-2112,22,https://manchester.unh.edu/,2.75
University of New Hampshire-Franklin Pierce School of Law,Concord,NH,"Concord, NH",1070,1200,1140,23,26,24,21500,Public University,1-Mar,3.16,79,6.5,1,1104-2112,22,https://law.unh.edu/,2.75
University of New Hampshire-Main Campus,Durham,NH,"Durham, NH",1090,1330,1210,26,30,28,39900,Public University,1-Mar,3.3,80,6.5,1,1104-2112,22,https://www.unh.edu/,3
University of New Haven,West Haven,CT,"West Haven, CT",1060,1260,1160,17,23,20,47300,Private University,1-Feb,3.2,80,6.5,1,5900-10613,25,http://newhaven.edu/,3
University of New Mexico-Gallup Campus,Gallup,NM,"Gallup, NM",835,990,912,17,21,19,5700,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.gallup.unm.edu/,0
University of New Mexico-Los Alamos Campus,Los Alamos,NM,"Los Alamos, NM",815,920,867,16,19,18,5700,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://losalamos.unm.edu/,0
University of New Mexico-Main Campus,Albuquerque,NM,"Albuquerque, NM",890,1170,1030,19,26,22,33100,Public University,1-Mar,2.96,71,6,1,1104-2112,22,https://www.unm.edu/,2.75
University of New Mexico-Taos Campus,Ranchos de Taos,NM,"Ranchos de Taos, NM",850,975,912,17,20,18,5100,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://taos.unm.edu/,0
University of New Mexico-Valencia County Campus,Los Lunas,NM,"Los Lunas, NM",840,975,907,17,20,18,5100,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://valencia.unm.edu/,0
University of New Orleans,New Orleans,LA,"New Orleans, LA",940,1240,1090,17,23,20,14000,Public University,1-Mar,3.11,79,6.5,1,3301-8460,25,http://uno.edu/,2.75
University of North Alabama,Florence,AL,"Florence, AL",1020,1160,1080,22,25,24,22300,Public University,1-Mar,3.03,79,6.5,1,3691-6341,19,http://una.edu/,2.75
University of North Florida,Jacksonville,FL,"Jacksonville, FL",1070,1270,1170,19,25,22,20800,Public University,1-Mar,3.21,80,6.5,1,4751-7188,20,http://unf.edu/,3
University of Northern Colorado,Greeley,CO,"Greeley, CO",950,1190,1070,21,26,24,27300,Public University,1-Mar,3.05,79,6.5,1,3324-8412,21,http://unco.edu/,2.75
University of Northern Iowa,Cedar Falls,IA,"Cedar Falls, IA",1020,1280,1150,19,26,22,21700,Public University,1-Mar,3.21,80,6.5,1,5673-10740,18,http://uni.edu/,3
University of Northwestern-St Paul,Saint Paul,MN,"Saint Paul, MN",870,1270,1070,20,28,24,37900,Private University,1-Feb,3.1,79,6.5,1,1104-2112,22,https://www.unwsp.edu/,2.75
University of Notre Dame,Notre Dame,IN,"Notre Dame, IN",1460,1560,1510,33,35,34,65000,Private University,1-Feb,3.88,100,7,1,5202-8489,22,http://nd.edu/,3.5
University of Pikeville,Pikeville,KY,"Pikeville, KY",1100,1250,1170,24,27,26,24800,Private University,1-Feb,3.24,80,6.5,1,1104-2112,22,https://www.upike.edu/,2.75
University of Providence,Great Falls,MT,"Great Falls, MT",910,1050,980,15,23,19,30400,Private University,1-Feb,2.88,71,6,1,1104-2112,22,https://www.uprovidence.edu/,2.75
University of Redlands,Redlands,CA,"Redlands, CA",1110,1350,1230,21,28,24,60900,Private University,1-Feb,3.32,80,6.5,1,2868-6056,15,http://redlands.edu/,3
